Track name,Artist name,Album,Playlist name,Type,ISRC
"System of a Down - Dreaming","","","Metal","Playlist",""
"System Of A Down - She's Like Heroin","","","Metal","Playlist",""
"Slipknot - Unsainted [OFFICIAL VIDEO]","","","Metal","Playlist",""
"Slipknot - Before I Forget [OFFICIAL VIDEO] [HD]","","","Metal","Playlist",""
"Slipknot - Psychosocial [OFFICIAL VIDEO] [HD]","","","Metal","Playlist",""
"Slipknot - Duality [OFFICIAL VIDEO] [HD]","","","Metal","Playlist",""
"Slipknot - Wait And Bleed [OFFICIAL VIDEO] [HD]","","","Metal","Playlist",""
"Slipknot - Spit It Out [OFFICIAL VIDEO] [HD]","","","Metal","Playlist",""
"Ghost - Dance Macabre (Instagram Story Music Video)","","","Metal","Playlist",""
"Slipknot - The Devil In I [OFFICIAL VIDEO]","","","Metal","Playlist",""
"Ghost - Square Hammer (Official Music Video)","","","Metal","Playlist",""
"Ghost - Cirice (Official Music Video)","","","Metal","Playlist",""
"Ghost - If You Have Ghosts (Roky Erickson Cover)","","","Metal","Playlist",""
"Ghost - Rats (Official Music Video)","","","Metal","Playlist",""
"Ghost - He Is (Music Video)","","","Metal","Playlist",""
"Ghost - Spirit HQ","","","Metal","Playlist",""
"Ghost B.C - Year Zero (Lyric Video - HD)","","","Metal","Playlist",""
"Ghost - Faith (Lyric Video)","","","Metal","Playlist",""
"Ghost - Devil Church","","","Metal","Playlist",""
"Kiss - I Love It Loud (Official Music Video)","","","Metal","Playlist",""
"Ghost - Nocturnal Me","","","Metal","Playlist",""
"Metallica: Enter Sandman (Official Music Video)","","","Metal","Playlist",""
"Metallica-Master Of Puppets (Lyrics)","","","Metal","Playlist",""
"Avenged Sevenfold - Bat Country [Official Music Video]","","","Metal","Playlist",""
"Metallica: One (Official Music Video)","","","Metal","Playlist",""
"Avenged Sevenfold - Afterlife [Official Music Video]","","","Metal","Playlist",""
"Avenged Sevenfold - Nightmare [Official Music Video]","","","Metal","Playlist",""
"Avenged Sevenfold -  Welcome to the Family lyrics","","","Metal","Playlist",""
"Arandu Arakuaa - Hêwaka Waktû (Official Music Video) HD","","","Metal","Playlist",""
"Arandu Arakuaa - Aruanãs (Official Music Video) HD","","","Metal","Playlist",""
"Raimundos - Esporrei na manivela","","","Metal","Playlist",""
"Avenged Sevenfold - So Far Away [Official Music Video]","","","Metal","Playlist",""
"Dragonforce - Through the Fire and Flames(Lyrics)","","","Metal","Playlist",""
"Lordi - Hard Rock Hallelujah","","","Metal","Playlist",""
"Negro Terror - Voice of Memphis - Recorded Live @ Al Town Skate Park","","","Metal","Playlist",""
"MOONSPELL - Extinct (Official Video) | Napalm Records","","","Metal","Playlist",""
"MOONSPELL - Everything Invaded (OFFICIAL VIDEO)","","","Metal","Playlist",""
"SEPULTURA - Itsari","","","Metal","Playlist",""
"Alien Ant Farm - Smooth Criminal (Official Music Video)","","","Metal","Playlist",""
"Smooth Criminal (metal cover by Leo Moracchioli)","","","Metal","Playlist",""
"Thriller (metal cover by Leo Moracchioli feat. C.J Pierce)","","","Metal","Playlist",""
"FUROR GALLICO - Canto d'Inverno (Official Video)","","","Metal","Playlist",""
"Altered Beast - Rise From Your Grave (doom metal arrangement)","","","Metal","Playlist",""
"Hellraiser (30th Anniversary Edition - Official Animated Video)","","","Metal","Playlist",""
"SOVNGARDE SONG 2016 (Skyrim SE) by Miracle Of Sound (Symphonic Metal)","","","Metal","Playlist",""
"Ghost - Satanized (Official Music Video)","","","Metal","Playlist",""
"VOLTEI PRA CACHORRADA - AÍ QUE SAUDADE - MC Meno Dani (Love Funk) DJ Jeeh FDC e DJ Cyclone","","","Funk","Playlist",""
"PEITA DO CORINGÃO - MEMPHIS, HARIEL E MC MARKS","","","Funk","Playlist",""
"TIPO HOLLYWOOD - (MC WS DA LESTE) - (MC COTHIE)","","","Funk","Playlist",""
"Dona Gigi - Os Caçadores Feat DJ Marlboro (Clipe Oficial)","","","Funk","Playlist",""
"Sua Amiga Deu - MC Levin (Video Clipe Oficial) DJ Felipe do CDC","","","Funk","Playlist",""
"Mc Neguinho do ITR - Que Popotão Grandão","","","Funk","Playlist",""
"MC Denny : garrafa transparente","","","Funk","Playlist",""
"MC 3L e MC Ygor Yanks - Acabou a Água (Love Funk) DJ J2 e DJ PBEATS","","","Funk","Playlist",""
"MC Cyclope - Ai Calica  (Love Funk)","","","Funk","Playlist",""
"Menor Teteu · Menor Teteu - Jingle Bell","","","Funk","Playlist",""
"Giro dos artista - MC GP , MC BRUNINHO DA PRAIA , MC KEVIN , MC IG , MC MAGAL ( DJ OREIA E Oldilla )","","","Funk","Playlist",""
"MC ANJIM-BALA LOVE ((DJ PH DA SERRA & DJ LV MDP )) CLIPE OFICIAL ' @SHOTBYBZK .","","","Funk","Playlist",""
"MC Kaique da VP - Taca A Xereca Pra Min (Prod. Dj Dasch)","","","Funk","Playlist",""
"MC Delano - Que Grave é Esse (DLN Studio)","","","Funk","Playlist",""
"MC Leléto e MC GW - Bailão (Novinha Tu Tá Tirando) (Vídeo Clipe Oficial) DJ Tadeu","","","Funk","Playlist",""
"MC Lan - Cyclonado (Lan RW e Lil Beat RW) Lançamento 2017","","","Funk","Playlist",""
"MC Lan - Open The Tcheka - Putaria em Inglês (DJ R7) Lançamento 2017","","","Funk","Playlist",""
"MC Lan e MC WM - Ei Psiu To Ti Observando - Tum Tum Balançando (Lan RW e DJ Will O Cria)","","","Funk","Playlist",""
"MC Neguinho ITR e MC Digu   Forte pra dar sorte DJ KR3","","","Funk","Playlist",""
"Bonde R300 - Oh Nanana (DJ CK) Lançamento 2017","","","Funk","Playlist",""
"MC Livinho - Cheia de Marra (KondZilla) | Official Music Video","","","Funk","Playlist",""
"MC Kevinho e Léo Santana - Encaixa (KondZilla)","","","Funk","Playlist",""
"Agora Vai Sentar - MCs Jhowzinho & Kadinho (KondZilla) | Official Music Video","","","Funk","Playlist",""
"Só Quer Vrau - MC MM feat DJ RD (KondZilla) | Official Music Video","","","Funk","Playlist",""
"Abusadamente - MC Gustta e MC DG (KondZilla) | Official Music Video","","","Funk","Playlist",""
"Fuleragem - MC WM (KondZilla) | Official Music Video","","","Funk","Playlist",""
"Bumbum Granada - MCs Zaac e Jerry (KondZilla) | Official Music Video","","","Funk","Playlist",""
"MC João - Baile de Favela (KondZilla)","","","Funk","Playlist",""
"ASMR 1 MINUTE CRANIAL NERVE EXAM (1 MINUTE ASMR)","","","Funk","Playlist",""
"MC Tavinho - Ela Me Mamou(Prera Dj)(Vídeo Clipe)#detonafunk","","","Funk","Playlist",""
"Mc Brinquedo - Vice Versa ( Video Clipe Oficial )","","","Funk","Playlist",""
"MC Brinquedo - Pepeca no Pau Part. 2 (KondZilla - WebClipe)","","","Funk","Playlist",""
"Mc Pikachu - Nova brincadeira (Semana Maluca)","","","Funk","Playlist",""
"MC Brinquedo - Músicas Excluidas (KondZilla, Tom Produções e KL Produtora)","","","Funk","Playlist",""
"MC Pikachu - Tava na Rua (DJ Pikenó) (KL PRODUTORA)","","","Funk","Playlist",""
"MC Dudu, MC Magrinho e MC Nandinho - Pepeca Malcriada (DJ R7)","","","Funk","Playlist",""
"MC Dudu - Os Pika do Verão (KondZilla - 2013)","","","Funk","Playlist",""
"Delano - Na Ponta Ela Fica (Pseudo Vídeo)","","","Funk","Playlist",""
"Mc Japa - Perereca Suicida ( CLIPE OFICIAL )","","","Funk","Playlist",""
"MC Tati Zaqui - Parara Tibum #SouFunkSP","","","Funk","Playlist",""
"MC Pikachu - Tava no Fluxo (DJ Felipe Único)","","","Funk","Playlist",""
"Mc Livinho · Perera DJ - Na Ponta do Pé","","","Funk","Playlist",""
"MC Livinho - Pepeca do Mal (DJ Perera) Lançamento 2014","","","Funk","Playlist",""
"MC Livinho - Picada Fatal (KondZilla)","","","Funk","Playlist",""
"MC Rodolfinho - Os Mlk é Liso (WebClipe Oficial)","","","Funk","Playlist",""
"MC 2K - Ziguiriguidum (KondZilla - 2013)","","","Funk","Playlist",""
"MC Dede - Bumbum Na Água ♪ (Prod Dj Bruninho FZR) Música Nova 2013","","","Funk","Playlist",""
"MC Pikachu - Karatê (Mano DJ) WebClipe - Oficial","","","Funk","Playlist",""
"MC PIKACHU - MEU PAU VIRO GUARDA CHUVA (Semana Maluca)","","","Funk","Playlist",""
"MC Pikachu   Novinha Profissional  2015","","","Funk","Playlist",""
"MC 2K - Baile do Helipa (Clipe Oficial)","","","Funk","Playlist",""
"MC Gão e MC Pikachu - Ta diferente (Semana Maluca)","","","Funk","Playlist",""
"MC Bin Laden, MC Pikachu, Mc 2K e MC Brinquedo  - Feliz Natal (Vídeo Oficial)","","","Funk","Playlist",""
"Mr Catra - Ta olhando porque que me da .","","","Funk","Playlist",""
"Mr Catra - Fica de 4 na cama  [ Sandrinho DJ ]","","","Funk","Playlist",""
"MC L Da Vinte e MC Gury - Parado no Bailão  (Funk Explode)","","","Funk","Playlist",""
"MC Brinquedo - Mundo dos Animais (KondZilla)","","","Funk","Playlist",""
"MC Pikachu - Lá no Meu Barraco (Videoclipe) @BielBoladoOficial","","","Funk","Playlist",""
"MC Brinquedo e MC Pikachu - Vai Safada (Video Clipe) DJ R7","","","Funk","Playlist",""
"MC Livinho - Na Vara (Perera DJ)","","","Funk","Playlist",""
"MC Davi - Bem Louca (KondZilla)","","","Funk","Playlist",""
"MC Davi - O Verão Esta Chegando (GR6 Filmes)","","","Funk","Playlist",""
"MC Davi e MC Livinho - Mina Louca (KondZilla)","","","Funk","Playlist",""
"MC Kevin - Sniper (PereraDJ) (Áudio Oficial)","","","Funk","Playlist",""
"MC Bin Laden - Lança de Coco 2","","","Funk","Playlist",""
"MC Pedrinho - Solta o Grave (KondZilla)","","","Funk","Playlist",""
"MC Pedrinho - Puta Profissional (PereraDJ) Lançamento Oficial 2014","","","Funk","Playlist",""
"JUTSU DA PUTARIA - (VÍDEO CLIPE)","","","Funk","Playlist",""
"MC KEVIN O CHRIS - TU TA NA GAIOLA [ LANÇAMENTO 2018 ]","","","Funk","Playlist",""
"MC KEVIN O CHRIS - EU VOU PRO BAILE DA GAIOLA [ MUSICA NOVA 2018 ]","","","Funk","Playlist",""
"VAI LUAN MEME OFICIAL - MC Moana - PODE ME CHAMAR DE RAINHA DOS FAIXA PRETA (DJ Luan JF)","","","Funk","Playlist",""
"Niack - Na Raba Toma Tapão [Official Audio]","","","Funk","Playlist",""
"MC BABY PERIGOSA -  Saudade (Video Clipe Oficial)","","","Funk","Playlist",""
"MC REBECCA - CAI DE BOCA NO BUCETAO [DJ ZEBRINHA DO PISTINHA]","","","Funk","Playlist",""
"Coça de xereca - Rebecca ( DJ Rogerinho do Quero) (VERSÃO ORIGINAL)","","","Funk","Playlist",""
"MC Ingryd - Vem Me Satisfazer (Peixinho Filmes)","","","Funk","Playlist",""
"Shake It Bololô ft. Classics of MPB","","","Funk","Playlist",""
"MC POZE NOS ANOS 80","","","Funk","Playlist",""
"Anitta with Ludmilla and Snoop Dogg feat. Papatinho - Onda Diferente (Official Music Video)","","","Funk","Playlist",""
"MC Lan, Skrillex, TroyBoi feat. Ludmilla e Ty Dolla $ign - Malokera (kondzilla.com)","","","Funk","Playlist",""
"MC Lan - Maquiavelico | Senta Pros Louco, Sarra Pros Mlk Doido (Lan RW e DJ Ian Belmonte) 2017","","","Funk","Playlist",""
"MC Maha - Funk Do Star Wars | Treta nas Estrelas (WebClipe Oficial 2018) DJ WS","","","Funk","Playlist",""
"(Clipe Oficial) MC Maha - Senhor dos Anais.(FUNK DO SENHOR DOS ANÉIS)","","","Funk","Playlist",""
"MC GW - Ritmo Mexicano (KondZilla)","","","Funk","Playlist",""
"MC Gury e MC Kapela - O Pai Tá Forte (Prod. DJay W)","","","Funk","Playlist",""
"Vai Embrazando - MC Zaac part. MC Vigary  (KondZilla)","","","Funk","Playlist",""
"MC Zaac - Te Jurupinga (DJ Yuri Martins) Lançamento 2017","","","Funk","Playlist",""
"MC TWIST E MC BRINQUEDO   ELA CAIU CAILLOU Pancadão Fluxos 2015","","","Funk","Playlist",""
"MC Suave Azul ft. Sampley","","","Funk","Playlist",""
"MC MM - Social, Narga e Piscina (KondZilla)","","","Funk","Playlist",""
"MC MM - Desce Tequila (KondZilla)","","","Funk","Playlist",""
"MC Menor da VG - Ela Quer Sentar (KondZilla)","","","Funk","Playlist",""
"Mc Maha - Ninja da Marola ( DJ WS )","","","Funk","Playlist",""
"MC Leléto e MC Maromba - Automaticamente (KondZilla)","","","Funk","Playlist",""
"Mc Maha - Bumbum Filosofal ( DJ WS )","","","Funk","Playlist",""
"MC Lan - Rabetão (Lan RW e Lil Beat RW) Lançamento 2017","","","Funk","Playlist",""
"Mc Lan Nos Anos 80 (REMIX)","","","Funk","Playlist",""
"MC Lan e MC WM - Vou Furunfá - Senta Prós Pobre Lo","","","Funk","Playlist",""
"MC Lan e MC WM - Sua Amiga Vou Pegar e Lararara - É Melhor Sentando (DJ Will O Cria e Lan Rw) 2017","","","Funk","Playlist",""
"MC Lan - Rabetão (Lan RW e Lil Beat RW) Lançamento 2017","","","Funk","Playlist",""
"MC Kekel - Partiu (KondZilla)","","","Funk","Playlist",""
"MC G15 - Deu Onda (KondZilla)","","","Funk","Playlist",""
"Mc Gorila- Cheio de Sal (Gdj Studio)","","","Funk","Playlist",""
"Mc Dudu - Senhor do Tempo ♫ (DJ Jorgin Studio) (Web Clip)","","","Funk","Playlist",""
"Mc Dudu - Funk Da Mega Ultra Ostentação ♫","","","Funk","Playlist",""
"MC Dede - Pow Pow Tey Tey (KondZilla)","","","Funk","Playlist",""
"MC Delano - Devagarinho (DLN Studio e Perera DJ)","","","Funk","Playlist",""
"MC Dede - Passei de Oakley 2 (KondZilla)","","","Funk","Playlist",""
"MC Crash - Sarrada No Ar (Passinho do Romano) (KondZilla)","","","Funk","Playlist",""
"MC Brinquedo - Roça Roça 2 (KondZilla)","","","Funk","Playlist",""
"Mc Bin Laden part. MC 2K - Passinho do Faraó","","","Funk","Playlist",""
"MC Bin Laden - Cara de Mau (KondZilla)","","","Funk","Playlist",""
"MC Davi - Fiquei Só (KondZilla)","","","Funk","Playlist",""
"MC Bin Laden - BOLOLO HAHA","","","Funk","Playlist",""
"MC Doguinha - I'm yours (Vem e Brota Aqui Na Base)","","","Funk","Playlist",""
"Mc Gw - Atura Ou Surta 2","","","Funk","Playlist",""
"Guilherme Arantes - Cheia de Charme","","","Brasil","Playlist",""
"Fabio Brazza e Péricles - Só Uma Noite (Clipe Oficial) [Prod.  Paiva e Mortão VMG]","","","Brasil","Playlist",""
"CRIOLO - Não Existe Amor Em SP [visualizer]","","","Brasil","Playlist",""
"CRIOLO - Subirusdoistiozin","","","Brasil","Playlist",""
"Criolo - Cartão de Visita ''(Part. Tulipa Ruiz)'' (Lyric Video)","","","Brasil","Playlist",""
"Criolo ""Casa de Papelão""","","","Brasil","Playlist",""
"Criolo Fio De Prumo(Padê Onã)(Part.Juçara Marçal)","","","Brasil","Playlist",""
"Criolo ""Pé de Breque""","","","Brasil","Playlist",""
"Criolo ""Pegue pra Ela""","","","Brasil","Playlist",""
"Criolo ""Fermento pra Massa""","","","Brasil","Playlist",""
"Criolo ""Cartão de Visita (Part. Tulipa Ruiz)""","","","Brasil","Playlist",""
"Criolo ""Esquiva Da Esgrima""","","","Brasil","Playlist",""
"Gabriel O Pensador, Lulu Santos, Xamã - Cachimbo da Paz 2","","","Brasil","Playlist",""
"O Grilo - Sambinha","","","Brasil","Playlist",""
"Bezerra Da Silva - Pai Véio 171","","","Brasil","Playlist",""
"Clara Nunes - Feira de Mangaio","","","Brasil","Playlist",""
"Adriana Calcanhotto - Maresia","","","Brasil","Playlist",""
"Falamansa - Balanço Do Busão","","","Brasil","Playlist",""
"Djavan · Stevie Wonder - Samurai","","","Brasil","Playlist",""
"PAULINHO DA COSTA * I'M GOING TO RIO","","","Brasil","Playlist",""
"Roberto Carlos - O Calhambeque (letra, legenda)","","","Brasil","Playlist",""
"Os Dez Mandamentos do Malandro - Jorge Machado","","","Brasil","Playlist",""
"Bezerra da Silva Vou Aperta","","","Brasil","Playlist",""
"Planet Hemp - Dig Dig Dig (Hempa) (Video Clipe)","","","Brasil","Playlist",""
"Bom Gosto - Patricinha de Olho Azul (Ao Vivo)","","","Brasil","Playlist",""
"Fundo de Quintal - Nosso grito","","","Brasil","Playlist",""
"Turma do Pagode - Lancinho (Ao Vivo)","","","Brasil","Playlist",""
"Grupo Revelação - Deixa Acontecer","","","Brasil","Playlist",""
"Martinho Da Vila - Casa de Bamba","","","Brasil","Playlist",""
"Leci Brandão - Isso é Fundo de Quintal","","","Brasil","Playlist",""
"Adoniran Barbosa - Trem Das Onze","","","Brasil","Playlist",""
"Arlindo Cruz - Meu Lugar","","","Brasil","Playlist",""
"Alcione   Meu Ébano","","","Brasil","Playlist",""
"Alcione - Você me vira a cabeça (me tira do sério)","","","Brasil","Playlist",""
"Djavan - Sina","","","Brasil","Playlist",""
"Xande de Pilares - Tá Escrito (Lyric Video)","","","Brasil","Playlist",""
"Luciana Mello, Walmir Borges - Ainda É Tempo Pra Ser Feliz (Videoclipe Oficial)","","","Brasil","Playlist",""
"Falamansa - Oh! Chuva","","","Brasil","Playlist",""
"Mulher Maravilha - Terra Celta feat. Allice Tirolla (Clipe Oficial)","","","Brasil","Playlist",""
"Molejo - Dança da Vassoura","","","Brasil","Playlist",""
"Molejo - Cilada","","","Brasil","Playlist",""
"Saulo Vasconcellos - De nada (De ""Moana"")","","","Brasil","Playlist",""
"Rap Do Solitário","","","Brasil","Playlist",""
"Gabriel O Pensador - 2345MEIA78","","","Brasil","Playlist",""
"O Rappa - Súplica Cearense (Clipe Oficial)","","","Brasil","Playlist",""
"Gabriel O Pensador, Lulu Santos - Cachimbo Da Paz ft. Lulu Santos","","","Brasil","Playlist",""
"Novo Dia - Ponto de Equilíbrio part. The Congos","","","Brasil","Playlist",""
"Acorda pra Vida (clipe) - Nazirê","","","Brasil","Playlist",""
"Ponto de Equilibrio (de que valem os Dreads) quintal de casa","","","Brasil","Playlist",""
"Chimarruts - Novo Começo (Clipe Oficial)","","","Brasil","Playlist",""
"Hóstia - O Rappa","","","Brasil","Playlist",""
"O Rappa - Auto-Reverse (Clipe Oficial)","","","Brasil","Playlist",""
"O Rappa - Minha Alma","","","Brasil","Playlist",""
"O RAPPA - Pescador de Ilusões","","","Brasil","Playlist",""
"Natiruts -  Me Namora","","","Brasil","Playlist",""
"Natiruts - Groove Bom (Natiruts Acústico Ao Vivo no Rio de Janeiro)","","","Brasil","Playlist",""
"Armandinho - Lua Cheia","","","Brasil","Playlist",""
"ARMANDINHO FUMA FUMA FOLHA DE BANANEIRA","","","Brasil","Playlist",""
"Chimarruts - Do Lado de Cá","","","Brasil","Playlist",""
"Lá Vem o Alemão - Mamonas Assassinas (Ao Vivo Em Valinhos 1996)","","","Brasil","Playlist",""
"Mamonas Assassinas - Não Peide Aqui Baby","","","Brasil","Playlist",""
"Mamonas Assassinas - Bois Don't Cry (Studio Version)","","","Brasil","Playlist",""
"Mamonas Assassinas - Mundo Animal (Studio Version)","","","Brasil","Playlist",""
"Mamonas Assassinas - Cabeça De Bagre II/Baby Elephant Walk - Música Incidental (Studio Version)","","","Brasil","Playlist",""
"Mamonas Assassinas - Sabao cra cra ( HD SONG )","","","Brasil","Playlist",""
"Mamonas Assassinas - Chopis Centis","","","Brasil","Playlist",""
"vira-vira - Mamonas Assassinas (Letra na Descrição)","","","Brasil","Playlist",""
"vamos fugir. Skank","","","Brasil","Playlist",""
"Era Um Garoto Que Como Eu Amava Os Beatles e Os Rolling Stones - Engenheiros do Hawaii","","","Brasil","Playlist",""
"legiao urbana  faroeste caboclo...legendado","","","Brasil","Playlist",""
"Legião Urbana · Eduardo e Mônica","","","Brasil","Playlist",""
"Legião Urbana - Geração Coca-Cola","","","Brasil","Playlist",""
"Supercombo - Piloto Automático (Clipe Oficial)","","","Brasil","Playlist",""
"Supercombo - Amianto (Lyric Video)","","","Brasil","Playlist",""
"Pitty - Equalize (Clipe Oficial)","","","Brasil","Playlist",""
"Pitty - Admirável Chip Novo (Clipe Oficial)","","","Brasil","Playlist",""
"Pitty - Serpente (Videoclipe Oficial)","","","Brasil","Playlist",""
"Pitty - Máscara (Clipe Oficial)","","","Brasil","Playlist",""
"TIHUANA - COMBOIO DO TERROR (TROPA DE ELITE 2)","","","Brasil","Playlist",""
"Pitty - Na Sua Estante (Clipe Oficial)","","","Brasil","Playlist",""
"Tihuana - Minha Rainha  (Feat. Digão - Raimundos)  Video Clip Oficial","","","Brasil","Playlist",""
"Tihuana - Pula!","","","Brasil","Playlist",""
"Tihuana - Que ves","","","Brasil","Playlist",""
"Tihuana - Tropa de Elite","","","Brasil","Playlist",""
"Tihuana - Eu Vi Gnomos","","","Brasil","Playlist",""
"Ventania - Viajando","","","Brasil","Playlist",""
"Raul Seixas - Canceriano Sem Lar (estúdio)","","","Brasil","Playlist",""
"O conto do sábio chinês - Raul Seixas","","","Brasil","Playlist",""
"Raul Seixas - Abre- te Sésamo","","","Brasil","Playlist",""
"Raul seixas- Metamorfose ambulante","","","Brasil","Playlist",""
"Aluga-se - Raul Seixas","","","Brasil","Playlist",""
"Maluco Beleza - Raul Seixas","","","Brasil","Playlist",""
"Raul Seixas - o Rock das ""Aranha""","","","Brasil","Playlist",""
"Raul Seixas - O trem das Sete","","","Brasil","Playlist",""
"Eu nasci a dez mil anos atrás - Raul Seixas","","","Brasil","Playlist",""
"Raul Seixas - Como vovó já dizia.","","","Brasil","Playlist",""
"Raul Seixas - Al Capone","","","Brasil","Playlist",""
"Raul seixas Cowboy fora da lei","","","Brasil","Playlist",""
"Raul Seixas - Sociedade alternativa (Áudio HQ)","","","Brasil","Playlist",""
"Raul Seixas - Mosca na Sopa","","","Brasil","Playlist",""
"Charlie Brown JR. - Proibida Pra Mim","","","Brasil","Playlist",""
"Charlie Brown Jr - Céu Azul  ( Letra )","","","Brasil","Playlist",""
"Charlie Brown Jr. - Meu Novo Mundo *OFICIAL HD*","","","Brasil","Playlist",""
"Charlie brown Jr Só os loucos sabem - letra.","","","Brasil","Playlist",""
"Dedo no Cu e Gritaria","","","Brasil","Playlist",""
"a voz do cu","","","Brasil","Playlist",""
"Ultraje a Rigor - FILHA DA PUTA  - Acústico MTV","","","Brasil","Playlist",""
"Ultraje a Rigor - 07 Pelado","","","Brasil","Playlist",""
"Ultraje a Rigor - 06 Inútil (Versão Original)","","","Brasil","Playlist",""
"Raimundos - A Mais Pedida","","","Brasil","Playlist",""
"Raimundos  - 06 Alegria","","","Brasil","Playlist",""
"Raimundos - 20 e Poucos Anos","","","Brasil","Playlist",""
"Raimundos - O Pão da Minha Prima","","","Brasil","Playlist",""
"Raimundos - mulher de fases","","","Brasil","Playlist",""
"I Saw you Saying (That You Say That You Saw) - Raimundos - Lyrics","","","Brasil","Playlist",""
"Raimundos - Reggae do Manero","","","Brasil","Playlist",""
"Raimundos - Rebelde Sem Causa","","","Brasil","Playlist",""
"Raimundos - Quero ver o Oco","","","Brasil","Playlist",""
"Raimundos - Selim + Letra","","","Brasil","Playlist",""
"Anitta - Zen (Official Music Video)","","","Brasil","Playlist",""
"PALPITE-VANESSA RANGEL-VIDEO ORIGINAL-ANO 1997 ( HQ )","","","Brasil","Playlist",""
"Luka   Tô Nem Ai","","","Brasil","Playlist",""
"Cazuza - Exagerado (""Cazuza & Barão Vermelho - Melhores Momentos"") [Áudio Oficial]","","","Brasil","Playlist",""
"Seu Jorge - São Gonça (Ao Vivo)","","","Brasil","Playlist",""
"Emicida - Passarinhos ft. Vanessa Da Mata","","","Brasil","Playlist",""
"Seu Jorge - Mina Do Condomínio","","","Brasil","Playlist",""
"Seu Jorge - Burguesinha","","","Brasil","Playlist",""
"Seu jorge   Mina feia","","","Brasil","Playlist",""
"Amiga Da Minha Mulher - Seu Jorge (Músicas Para Churrasco Vol.1)","","","Brasil","Playlist",""
"TIM MAIA - GOSTAVA TANTO DE VOCE","","","Brasil","Playlist",""
"Tim Maia - Não Quero Dinheiro (Só Quero Amar)","","","Brasil","Playlist",""
"Tim Maia - Azul da Cor do Mar","","","Brasil","Playlist",""
"Tim Maia – Que Beleza (Official Audio)","","","Brasil","Playlist",""
"João Gilberto - Aguarela do Brasil","","","Brasil","Playlist",""
"DESCOBRIDOR DOS SETE MARES -  TIM MAIA","","","Brasil","Playlist",""
"Gal Costa - Aquarela Do Brasil","","","Brasil","Playlist",""
"Aquarela | Toquinho Aquarela do Brasil","","","Brasil","Playlist",""
"Ivete Sangalo, Maria Bethânia - Muito Obrigado Axé","","","Brasil","Playlist",""
"Ivete Sangalo, Tatau - Arerê","","","Brasil","Playlist",""
"Ivete Sangalo - Pais Tropical / Arerê / Taj Mahal","","","Brasil","Playlist",""
"Um anjo do Céu - Maskavo","","","Brasil","Playlist",""
"Ivete Sangalo - poeira","","","Brasil","Playlist",""
"Ivete Sangalo – Teleguiado (Live Experience)","","","Brasil","Playlist",""
"Rastapé - Forró Universitário","","","Brasil","Playlist",""
"Colo de Menina- Rastapé","","","Brasil","Playlist",""
"Rastapé - Xote Swingado","","","Brasil","Playlist",""
"Rastapé - Beijo Roubado","","","Brasil","Playlist",""
"Rastapé- Um Anjo do Céu","","","Brasil","Playlist",""
"Luiz Gonzaga   O xote das meninas  Mandacaru quando fulora na seca   1953","","","Brasil","Playlist",""
"Luiz Gonzaga - Asa Branca ft. Fagner, Sivuca, Guadalupe","","","Brasil","Playlist",""
"Luiz Gonzaga -- Baião - Oficial","","","Brasil","Playlist",""
"Falamansa - Avisa - MTV Ao Vivo","","","Brasil","Playlist",""
"Falamansa - Rindo a Toa","","","Brasil","Playlist",""
"Xote dos Milagres - Falamansa","","","Brasil","Playlist",""
"Originais Do Samba - Falador Passa Mal","","","Brasil","Playlist",""
"Jackson do Pandeiro - A Ordem é Samba","","","Brasil","Playlist",""
"Jackson do Pandeiro - Capoeira Mata Um","","","Brasil","Playlist",""
"Bezerra da Silva - Canudo de Ouro","","","Brasil","Playlist",""
"Bezerra Da Silva - Defunto Caguete","","","Brasil","Playlist",""
"bezerra da silva malandro é malandro e mané é mané","","","Brasil","Playlist",""
"Bezerra da Silva - Sequestraram a minha sogra","","","Brasil","Playlist",""
"Bezerra da Silva - Malandro Não Vacila","","","Brasil","Playlist",""
"Bezerra da Silva - A Semente","","","Brasil","Playlist",""
"Bezerra da Silva - Se Leonardo da Vinte","","","Brasil","Playlist",""
"Jorge Ben Jor - Oba, la vem ela","","","Brasil","Playlist",""
"Jorge Ben - Menina Mulher da Pele Preta","","","Brasil","Playlist",""
"Jorge Ben - Chove Chuva (Áudio Oficial)","","","Brasil","Playlist",""
"Elis Regina & Tom Jobim -  ""Aguas de Março"" - 1974","","","Brasil","Playlist",""
"vinicios de moraes e tom jobim - garota de ipanema - A Verdadeira!!!","","","Brasil","Playlist",""
"Zeca Pagodinho-''Ogum''","","","Brasil","Playlist",""
"Zeca Pagodinho - Caviar (Clipe original)","","","Brasil","Playlist",""
"Zeca Pagodinho, Martinho da Vila - Roda Ciranda / Quem É Do Mar Não Enjoa / Canta, Cant...","","","Brasil","Playlist",""
"Zeca Pagodinho - Deixa A Vida Me Levar","","","Brasil","Playlist",""
"Zeca Pagodinho - Quando A Gira Girou","","","Brasil","Playlist",""
"Beth Carvalho - Camarão Que Dorme a Onda Leva - São José de Madureira - Dor de Amor Ao Vivo","","","Brasil","Playlist",""
"Barbatuques - Baiana","","","Brasil","Playlist",""
"Batuke Samba Funk  ""Soul Carioca""","","","Brasil","Playlist",""
"BANDA BLACK RIO * MR FUNKY SAMBA","","","Brasil","Playlist",""
"Cartola - Preciso Me Encontrar","","","Brasil","Playlist",""
